order_id,order_date,customer_id,ship_mode,status,payment_method
ORD-00658,2025-06-24 19:11:00,CUST-0166,Standard Class,Completed,Transfer Bank
ORD-00659,2025-01-12 10:37:00,CUST-0073,First Class,Completed,Transfer Bank
ORD-00660,2026-03-10 16:55:00,CUST-0187,Standard Class,Completed,Transfer Bank
ORD-00661,2025-07-11 19:42:00,CUST-0203,Standard Class,Completed,Transfer Bank
ORD-00662,2025-06-22 12:20:00,CUST-0070,Standard Class,Completed,E-Wallet
ORD-00663,2026-01-10 14:50:00,CUST-0250,Second Class,Completed,Credit Card
ORD-00664,2025-03-31 19:35:00,CUST-0183,Standard Class,Completed,E-Wallet
ORD-00665,2025-12-07 17:52:00,CUST-0090,Standard Class,Completed,COD
ORD-00666,2025-06-07 19:44:00,CUST-0151,Second Class,Completed,E-Wallet
ORD-00667,2025-04-01 19:00:00,CUST-0294,Same Day,Completed,COD
ORD-00668,2026-03-12 20:36:00,CUST-0017,First Class,Completed,E-Wallet
ORD-00669,2025-11-05 13:58:00,CUST-0114,First Class,Completed,Transfer Bank
ORD-00670,2026-04-25 15:09:00,CUST-0170,First Class,Completed,Transfer Bank
ORD-00671,2025-05-02 13:20:00,CUST-0086,Standard Class,Completed,Transfer Bank
ORD-00672,2026-02-25 19:42:00,CUST-0172,Standard Class,Completed,COD
ORD-00673,2025-01-06 12:13:00,CUST-0128,Second Class,Completed,Transfer Bank
ORD-00674,2025-06-29 12:50:00,CUST-0056,Second Class,Completed,Transfer Bank
ORD-00675,2025-01-25 14:28:00,CUST-0215,First Class,Completed,E-Wallet
ORD-00676,2026-03-29 14:31:00,CUST-0194,Second Class,Completed,Credit Card
ORD-00677,2025-10-07 14:06:00,CUST-0246,Standard Class,Completed,E-Wallet
ORD-00678,2025-03-25 15:04:00,CUST-0018,Second Class,Completed,Credit Card
ORD-00679,2025-01-11 13:16:00,CUST-0054,Standard Class,Completed,Transfer Bank
ORD-00680,2025-06-25 10:56:00,CUST-0193,Standard Class,Completed,E-Wallet
ORD-00681,2026-01-10 09:35:00,CUST-0048,Standard Class,Completed,Credit Card
ORD-00682,2025-11-01 17:57:00,CUST-0248,Second Class,Completed,Transfer Bank
ORD-00683,2025-08-09 18:10:00,CUST-0223,Standard Class,Completed,E-Wallet
ORD-00684,2025-01-28 09:21:00,CUST-0106,Standard Class,Completed,E-Wallet
ORD-00685,2025-07-29 19:35:00,CUST-0277,Same Day,Completed,Credit Card
ORD-00686,2025-12-05 12:19:00,CUST-0122,Second Class,Completed,Transfer Bank
ORD-00687,2025-01-26 14:36:00,CUST-0282,Standard Class,Completed,COD
ORD-00688,2025-03-20 08:23:00,CUST-0002,Second Class,Completed,COD
ORD-00689,2025-02-14 12:52:00,CUST-0246,First Class,Completed,E-Wallet
ORD-00690,2025-02-19 08:13:00,CUST-0088,Standard Class,Completed,Credit Card
ORD-00691,2026-05-16 09:30:00,CUST-0060,First Class,Cancelled,Credit Card
ORD-00692,2026-02-06 14:30:00,CUST-0251,Second Class,Completed,Credit Card
ORD-00693,2025-02-16 18:34:00,CUST-0199,Standard Class,Completed,E-Wallet
ORD-00694,2025-07-09 14:23:00,CUST-0096,Standard Class,Completed,COD
ORD-00695,2025-01-23 12:28:00,CUST-0239,Same Day,Completed,Credit Card
ORD-00696,2025-04-26 21:17:00,CUST-0289,Standard Class,Completed,Transfer Bank
ORD-00697,2025-03-19 20:44:00,CUST-0050,Second Class,Completed,Transfer Bank
ORD-00698,2025-12-09 13:51:00,CUST-0278,Second Class,Completed,COD
ORD-00699,2026-05-13 20:37:00,CUST-0117,Standard Class,Completed,Transfer Bank
ORD-00700,2026-03-07 14:52:00,CUST-0268,Standard Class,Completed,COD
ORD-00701,2026-05-10 16:43:00,CUST-0244,Standard Class,Completed,E-Wallet
ORD-00702,2025-09-01 12:05:00,CUST-0203,Standard Class,Completed,Transfer Bank
ORD-00703,2025-09-15 17:57:00,CUST-0265,First Class,Completed,E-Wallet
ORD-00704,2025-03-03 20:28:00,CUST-0089,Standard Class,Completed,E-Wallet
ORD-00705,2026-05-13 11:51:00,CUST-0099,Standard Class,Completed,E-Wallet
ORD-00706,2025-01-22 14:05:00,CUST-0223,Standard Class,Completed,E-Wallet
ORD-00707,2026-02-26 18:09:00,CUST-0133,Standard Class,Completed,Credit Card
ORD-00708,2026-04-12 19:58:00,CUST-0035,Second Class,Cancelled,Transfer Bank
ORD-00709,2025-07-18 16:25:00,CUST-0283,Standard Class,Completed,Credit Card
ORD-00710,2026-03-15 12:33:00,CUST-0235,Second Class,Completed,Transfer Bank
ORD-00711,2026-02-07 19:39:00,CUST-0268,Standard Class,Completed,COD
ORD-00712,2025-02-27 14:09:00,CUST-0076,Standard Class,Completed,Transfer Bank
ORD-00713,2026-04-19 09:36:00,CUST-0052,Standard Class,Completed,Credit Card
ORD-00714,2026-03-21 16:56:00,CUST-0177,Second Class,Completed,COD
ORD-00715,2025-05-16 14:41:00,CUST-0249,Second Class,Completed,COD
ORD-00716,2025-01-20 10:17:00,CUST-0207,First Class,Completed,E-Wallet
ORD-00717,2025-11-13 17:43:00,CUST-0206,Second Class,Completed,Transfer Bank
ORD-00718,2025-07-22 13:44:00,CUST-0122,Second Class,Completed,Transfer Bank
ORD-00719,2026-01-17 15:58:00,CUST-0138,Second Class,Completed,Credit Card
ORD-00720,2025-01-11 13:52:00,CUST-0156,Standard Class,Completed,Credit Card
ORD-00721,2025-05-24 21:31:00,CUST-0051,Standard Class,Completed,E-Wallet
ORD-00722,2025-03-10 12:47:00,CUST-0227,Standard Class,Completed,Credit Card
ORD-00723,2025-05-18 19:26:00,CUST-0046,Standard Class,Completed,E-Wallet
ORD-00724,2025-08-15 11:58:00,CUST-0209,Standard Class,Completed,COD
ORD-00725,2026-01-24 16:55:00,CUST-0192,Second Class,Completed,Transfer Bank
ORD-00726,2025-09-21 20:10:00,CUST-0034,Standard Class,Completed,Credit Card
ORD-00727,2025-12-30 16:25:00,CUST-0070,Second Class,Completed,Transfer Bank
ORD-00728,2025-03-30 11:56:00,CUST-0103,Standard Class,Completed,Transfer Bank
ORD-00729,2025-05-08 08:29:00,CUST-0026,Second Class,Completed,Credit Card
ORD-00730,2025-12-27 11:17:00,CUST-0189,Standard Class,Completed,COD
ORD-00731,2025-09-16 14:40:00,CUST-0064,Standard Class,Completed,Transfer Bank
ORD-00732,2025-05-04 13:31:00,CUST-0229,First Class,Completed,E-Wallet
ORD-00733,2026-05-07 21:30:00,CUST-0283,Standard Class,Completed,Credit Card
ORD-00734,2025-06-26 10:53:00,CUST-0133,Second Class,Completed,Transfer Bank
ORD-00735,2025-05-26 08:24:00,CUST-0026,Standard Class,Completed,E-Wallet
ORD-00736,2026-03-14 17:49:00,CUST-0110,Standard Class,Completed,E-Wallet
ORD-00737,2025-11-28 11:43:00,CUST-0106,Standard Class,Completed,Credit Card
ORD-00738,2025-11-30 14:32:00,CUST-0011,Standard Class,Completed,Transfer Bank
ORD-00739,2025-08-31 10:41:00,CUST-0089,Second Class,Completed,Transfer Bank
ORD-00740,2025-04-25 12:38:00,CUST-0157,Standard Class,Completed,Credit Card
ORD-00741,2025-08-05 14:54:00,CUST-0179,Standard Class,Completed,COD
ORD-00742,2025-05-10 11:29:00,CUST-0155,First Class,Completed,COD
ORD-00743,2025-10-27 09:00:00,CUST-0262,Standard Class,Completed,Credit Card
ORD-00744,2025-10-15 18:38:00,CUST-0145,Standard Class,Returned,Credit Card
ORD-00745,2025-12-17 09:30:00,CUST-0033,Same Day,Completed,Credit Card
ORD-00746,2025-05-22 18:20:00,CUST-0142,Standard Class,Completed,Credit Card
ORD-00747,2025-12-02 19:57:00,CUST-0153,Standard Class,Completed,E-Wallet
ORD-00748,2025-03-18 16:48:00,CUST-0124,First Class,Completed,Transfer Bank
ORD-00749,2026-02-17 21:51:00,CUST-0207,Second Class,Completed,Credit Card
ORD-00750,2025-12-15 10:46:00,CUST-0014,Standard Class,Completed,COD
ORD-00751,2025-06-01 12:58:00,CUST-0215,Second Class,Completed,COD
ORD-00752,2025-07-18 19:02:00,CUST-0299,Standard Class,Cancelled,E-Wallet
ORD-00753,2025-06-25 19:45:00,CUST-0114,Standard Class,Completed,COD
ORD-00754,2026-04-10 18:22:00,CUST-0260,Second Class,Completed,Credit Card
ORD-00755,2026-03-09 10:53:00,CUST-0286,Standard Class,Completed,E-Wallet
ORD-00756,2025-05-31 09:30:00,CUST-0066,Standard Class,Completed,Credit Card
ORD-00757,2026-01-07 20:35:00,CUST-0094,First Class,Completed,Credit Card
ORD-00758,2025-12-02 09:14:00,CUST-0182,Standard Class,Completed,E-Wallet
ORD-00759,2026-01-17 21:19:00,CUST-0216,Standard Class,Completed,Credit Card
ORD-00760,2025-07-10 12:37:00,CUST-0151,Standard Class,Returned,COD
ORD-00761,2026-03-12 09:30:00,CUST-0028,Standard Class,Completed,Transfer Bank
ORD-00762,2025-08-30 11:32:00,CUST-0062,Standard Class,Completed,COD
ORD-00763,2025-09-29 12:26:00,CUST-0028,Same Day,Completed,E-Wallet
ORD-00764,2025-03-12 11:21:00,CUST-0210,Standard Class,Completed,COD
ORD-00765,2025-03-15 13:55:00,CUST-0093,Second Class,Completed,Transfer Bank
ORD-00766,2025-09-07 13:40:00,CUST-0091,Standard Class,Completed,Credit Card
ORD-00767,2025-11-21 08:00:00,CUST-0232,Standard Class,Completed,Credit Card
ORD-00768,2025-04-18 20:49:00,CUST-0087,Second Class,Completed,E-Wallet
ORD-00769,2025-09-08 20:48:00,CUST-0046,Second Class,Completed,E-Wallet
ORD-00770,2025-11-11 14:40:00,CUST-0220,Standard Class,Completed,COD
ORD-00771,2025-08-08 15:24:00,CUST-0003,Same Day,Completed,Transfer Bank
ORD-00772,2025-10-01 11:46:00,CUST-0192,Standard Class,Cancelled,Transfer Bank
ORD-00773,2026-04-02 13:48:00,CUST-0272,First Class,Completed,E-Wallet
ORD-00774,2025-01-10 18:00:00,CUST-0128,Standard Class,Completed,E-Wallet
ORD-00775,2025-12-22 13:19:00,CUST-0067,Second Class,Completed,Transfer Bank
ORD-00776,2025-07-16 16:37:00,CUST-0157,Standard Class,Completed,E-Wallet
ORD-00777,2025-02-03 21:02:00,CUST-0153,Standard Class,Completed,Credit Card
ORD-00778,2025-08-22 19:33:00,CUST-0269,Standard Class,Completed,Credit Card
ORD-00779,2025-08-11 18:08:00,CUST-0176,Second Class,Completed,COD
ORD-00780,2025-07-03 20:12:00,CUST-0085,Standard Class,Completed,COD
ORD-00781,2025-01-10 11:14:00,CUST-0068,Standard Class,Completed,E-Wallet
ORD-00782,2026-01-11 08:37:00,CUST-0259,First Class,Completed,E-Wallet
ORD-00783,2025-03-05 13:45:00,CUST-0020,Standard Class,Completed,COD
ORD-00784,2026-03-25 18:16:00,CUST-0274,First Class,Completed,Transfer Bank
ORD-00785,2025-11-01 08:42:00,CUST-0056,Second Class,Cancelled,Transfer Bank
ORD-00786,2025-01-25 19:07:00,CUST-0214,Standard Class,Completed,COD
ORD-00787,2025-07-14 09:35:00,CUST-0130,Standard Class,Completed,COD
ORD-00788,2025-12-26 10:13:00,CUST-0005,Standard Class,Completed,Credit Card
ORD-00789,2025-08-04 18:06:00,CUST-0267,Standard Class,Completed,Credit Card
ORD-00790,2025-11-15 17:44:00,CUST-0071,First Class,Cancelled,COD
ORD-00791,2026-03-02 09:32:00,CUST-0061,First Class,Completed,Credit Card
ORD-00792,2025-02-28 20:06:00,CUST-0255,Standard Class,Completed,E-Wallet
ORD-00793,2025-11-08 11:49:00,CUST-0135,First Class,Completed,E-Wallet
ORD-00794,2025-07-03 19:26:00,CUST-0152,Standard Class,Completed,E-Wallet
ORD-00795,2025-01-21 16:31:00,CUST-0107,Standard Class,Completed,COD
ORD-00796,2025-06-19 11:00:00,CUST-0007,Standard Class,Completed,Transfer Bank
ORD-00797,2026-04-10 09:53:00,CUST-0294,Standard Class,Completed,COD
ORD-00798,2025-03-18 09:49:00,CUST-0262,Standard Class,Completed,Transfer Bank
ORD-00799,2026-01-06 19:06:00,CUST-0132,Standard Class,Completed,E-Wallet
ORD-00800,2025-08-22 12:16:00,CUST-0238,Standard Class,Completed,Transfer Bank
ORD-00801,2025-02-21 21:11:00,CUST-0021,Second Class,Completed,Credit Card
ORD-00802,2025-07-04 20:43:00,CUST-0161,Standard Class,Completed,COD
ORD-00803,2026-01-14 09:06:00,CUST-0024,First Class,Completed,Transfer Bank
ORD-00804,2026-03-13 10:42:00,CUST-0088,First Class,Completed,Credit Card
ORD-00805,2025-07-03 15:39:00,CUST-0138,Standard Class,Completed,Transfer Bank
ORD-00806,2025-07-10 21:21:00,CUST-0094,Standard Class,Completed,Transfer Bank
ORD-00807,2025-07-25 14:29:00,CUST-0140,Standard Class,Completed,COD
ORD-00808,2025-12-20 21:30:00,CUST-0216,Second Class,Completed,E-Wallet
ORD-00809,2025-02-27 10:44:00,CUST-0031,Standard Class,Completed,E-Wallet
ORD-00810,2025-02-23 14:58:00,CUST-0248,Second Class,Completed,COD
ORD-00811,2025-04-03 17:24:00,CUST-0184,Second Class,Completed,Transfer Bank
ORD-00812,2026-03-18 18:56:00,CUST-0067,Same Day,Completed,COD
ORD-00813,2026-04-17 15:07:00,CUST-0211,Standard Class,Completed,COD
ORD-00814,2025-01-24 09:16:00,CUST-0161,First Class,Completed,Transfer Bank
ORD-00815,2025-12-27 21:43:00,CUST-0269,Second Class,Completed,E-Wallet
ORD-00816,2026-05-16 18:55:00,CUST-0174,Standard Class,Completed,Transfer Bank
ORD-00817,2025-08-10 18:46:00,CUST-0128,Standard Class,Completed,COD
ORD-00818,2025-06-27 18:43:00,CUST-0198,Standard Class,Completed,E-Wallet
ORD-00819,2026-03-06 21:35:00,CUST-0028,Standard Class,Completed,Transfer Bank
ORD-00820,2025-11-26 10:32:00,CUST-0241,First Class,Completed,COD
ORD-00821,2026-03-22 10:04:00,CUST-0252,Standard Class,Completed,Credit Card
ORD-00822,2025-05-04 13:17:00,CUST-0026,Standard Class,Completed,E-Wallet
ORD-00823,2025-10-09 18:24:00,CUST-0207,Second Class,Completed,E-Wallet
ORD-00824,2025-02-10 15:28:00,CUST-0294,Standard Class,Completed,COD
ORD-00825,2025-02-15 21:31:00,CUST-0229,Standard Class,Completed,Credit Card
ORD-00826,2025-03-02 15:47:00,CUST-0010,Standard Class,Completed,Transfer Bank
ORD-00827,2025-07-26 14:02:00,CUST-0286,First Class,Completed,Transfer Bank
ORD-00828,2026-02-27 09:50:00,CUST-0156,Same Day,Completed,E-Wallet
ORD-00829,2025-12-02 18:29:00,CUST-0175,Standard Class,Completed,Credit Card
ORD-00830,2026-02-27 08:52:00,CUST-0115,Standard Class,Completed,COD
ORD-00831,2025-06-19 16:49:00,CUST-0243,Standard Class,Completed,Credit Card
ORD-00832,2026-01-02 15:07:00,CUST-0050,Standard Class,Completed,E-Wallet
ORD-00833,2025-01-02 13:22:00,CUST-0150,Standard Class,Completed,Credit Card
ORD-00834,2025-12-26 09:02:00,CUST-0085,Standard Class,Completed,COD
ORD-00835,2025-03-13 21:45:00,CUST-0210,Second Class,Cancelled,Transfer Bank
ORD-00836,2025-05-11 17:12:00,CUST-0097,Second Class,Completed,Transfer Bank
ORD-00837,2026-04-22 21:25:00,CUST-0111,Standard Class,Completed,COD
ORD-00838,2026-02-27 20:12:00,CUST-0174,First Class,Completed,Transfer Bank
ORD-00839,2026-01-23 14:02:00,CUST-0064,Standard Class,Completed,COD
ORD-00840,2025-08-23 18:37:00,CUST-0259,Standard Class,Completed,E-Wallet
ORD-00841,2026-05-09 15:00:00,CUST-0272,Standard Class,Completed,Transfer Bank
ORD-00842,2025-10-11 14:53:00,CUST-0300,Standard Class,Completed,COD
ORD-00843,2026-04-19 16:49:00,CUST-0091,Standard Class,Completed,E-Wallet
ORD-00844,2026-01-10 21:08:00,CUST-0054,First Class,Completed,COD
ORD-00845,2025-12-03 17:38:00,CUST-0165,Standard Class,Completed,COD
ORD-00846,2025-08-03 17:58:00,CUST-0128,Second Class,Completed,Credit Card
ORD-00847,2025-07-23 13:18:00,CUST-0232,Standard Class,Completed,E-Wallet
ORD-00848,2025-03-12 14:38:00,CUST-0263,Second Class,Completed,Credit Card
ORD-00849,2026-03-08 19:35:00,CUST-0161,Second Class,Completed,E-Wallet
ORD-00850,2025-04-13 11:39:00,CUST-0149,Second Class,Completed,Credit Card
ORD-00851,2026-04-17 18:08:00,CUST-0092,Standard Class,Cancelled,Credit Card
ORD-00852,2025-12-30 09:48:00,CUST-0181,Second Class,Completed,COD
ORD-00853,2025-10-26 17:42:00,CUST-0214,Standard Class,Completed,Credit Card
ORD-00854,2026-03-26 21:27:00,CUST-0007,Standard Class,Completed,Transfer Bank
ORD-00855,2025-01-13 14:09:00,CUST-0028,Second Class,Completed,Transfer Bank
ORD-00856,2025-04-13 12:48:00,CUST-0083,Same Day,Completed,Credit Card
ORD-00857,2025-12-16 12:09:00,CUST-0032,Second Class,Completed,Credit Card
ORD-00858,2025-04-15 20:34:00,CUST-0017,Second Class,Completed,Credit Card
ORD-00859,2026-02-21 15:06:00,CUST-0288,Standard Class,Completed,E-Wallet
ORD-00860,2026-01-16 18:35:00,CUST-0200,Second Class,Completed,E-Wallet
ORD-00861,2025-09-19 20:50:00,CUST-0148,Second Class,Completed,Transfer Bank
ORD-00862,2026-04-20 14:24:00,CUST-0214,Standard Class,Completed,Credit Card
ORD-00863,2026-05-10 16:03:00,CUST-0007,Second Class,Completed,Credit Card
ORD-00864,2025-04-14 17:55:00,CUST-0227,Standard Class,Completed,E-Wallet
ORD-00865,2026-04-12 18:45:00,CUST-0189,Standard Class,Completed,E-Wallet
ORD-00866,2026-02-02 19:12:00,CUST-0151,Standard Class,Completed,COD
ORD-00867,2025-04-01 18:04:00,CUST-0096,Standard Class,Completed,E-Wallet
ORD-00868,2026-01-12 16:07:00,CUST-0194,Standard Class,Completed,Transfer Bank
ORD-00869,2025-08-08 12:35:00,CUST-0136,First Class,Completed,E-Wallet
ORD-00870,2025-03-24 17:54:00,CUST-0131,Standard Class,Completed,Transfer Bank
ORD-00871,2025-06-19 15:45:00,CUST-0080,Standard Class,Completed,Transfer Bank
ORD-00872,2025-03-20 13:38:00,CUST-0027,Standard Class,Completed,Credit Card
ORD-00873,2025-09-09 20:36:00,CUST-0282,Second Class,Completed,Credit Card
ORD-00874,2025-02-07 20:45:00,CUST-0163,Second Class,Completed,E-Wallet
ORD-00875,2026-05-05 10:33:00,CUST-0035,First Class,Completed,E-Wallet
ORD-00876,2025-08-01 16:34:00,CUST-0207,Standard Class,Completed,Transfer Bank
ORD-00877,2025-06-28 11:56:00,CUST-0110,Standard Class,Completed,Credit Card
ORD-00878,2025-06-19 13:18:00,CUST-0112,Standard Class,Completed,COD
ORD-00879,2025-10-15 21:48:00,CUST-0005,Standard Class,Completed,Transfer Bank
ORD-00880,2025-12-09 13:28:00,CUST-0124,Same Day,Completed,E-Wallet
ORD-00881,2026-05-06 08:43:00,CUST-0165,First Class,Completed,COD
ORD-00882,2026-04-14 20:07:00,CUST-0198,First Class,Completed,Credit Card
ORD-00883,2025-10-04 19:18:00,CUST-0013,Second Class,Completed,Credit Card
ORD-00884,2025-09-21 20:32:00,CUST-0229,Standard Class,Completed,COD
ORD-00885,2025-01-23 12:57:00,CUST-0099,First Class,Completed,Credit Card
ORD-00886,2025-09-21 09:06:00,CUST-0086,Standard Class,Completed,Transfer Bank
ORD-00887,2025-11-17 09:13:00,CUST-0110,Standard Class,Completed,COD
ORD-00888,2026-03-04 09:13:00,CUST-0276,Standard Class,Completed,COD
ORD-00889,2025-11-28 21:04:00,CUST-0079,Second Class,Returned,Transfer Bank
ORD-00890,2025-08-24 19:21:00,CUST-0020,Standard Class,Completed,Transfer Bank
ORD-00891,2025-02-07 08:11:00,CUST-0129,Standard Class,Completed,Transfer Bank
ORD-00892,2025-10-22 21:14:00,CUST-0133,Standard Class,Completed,COD
ORD-00893,2025-07-18 15:40:00,CUST-0208,Second Class,Completed,COD
ORD-00894,2025-06-11 08:24:00,CUST-0061,Second Class,Completed,Transfer Bank
ORD-00895,2025-11-25 19:39:00,CUST-0033,Second Class,Completed,Transfer Bank
ORD-00896,2025-12-25 21:04:00,CUST-0184,Standard Class,Completed,Transfer Bank
ORD-00897,2025-05-29 20:43:00,CUST-0155,Standard Class,Completed,Transfer Bank
ORD-00898,2025-05-25 20:59:00,CUST-0225,Standard Class,Completed,COD
ORD-00899,2025-07-22 21:42:00,CUST-0016,Standard Class,Completed,COD
ORD-00900,2025-03-22 16:14:00,CUST-0070,Standard Class,Completed,COD
ORD-00901,2026-02-12 20:54:00,CUST-0280,First Class,Completed,Credit Card
ORD-00902,2026-05-07 18:09:00,CUST-0153,Second Class,Completed,Credit Card
ORD-00903,2026-05-06 08:35:00,CUST-0285,Standard Class,Cancelled,E-Wallet
ORD-00904,2025-03-05 08:00:00,CUST-0294,Second Class,Completed,COD
ORD-00905,2025-10-03 16:05:00,CUST-0157,Standard Class,Completed,E-Wallet
ORD-00906,2026-01-19 19:57:00,CUST-0177,Standard Class,Completed,E-Wallet
ORD-00907,2025-07-31 18:54:00,CUST-0263,Standard Class,Completed,E-Wallet
ORD-00908,2025-03-24 10:14:00,CUST-0130,Standard Class,Completed,E-Wallet
ORD-00909,2025-02-28 10:42:00,CUST-0291,Standard Class,Completed,Transfer Bank
ORD-00910,2026-03-12 20:59:00,CUST-0282,Standard Class,Completed,COD
ORD-00911,2025-11-27 16:04:00,CUST-0149,First Class,Completed,Transfer Bank
ORD-00912,2025-05-09 09:12:00,CUST-0298,Second Class,Completed,COD
ORD-00913,2026-05-03 13:22:00,CUST-0066,Standard Class,Completed,E-Wallet
ORD-00914,2025-02-21 12:39:00,CUST-0036,Standard Class,Completed,E-Wallet
ORD-00915,2025-06-12 15:28:00,CUST-0169,Standard Class,Completed,Credit Card
ORD-00916,2025-12-22 17:09:00,CUST-0290,Second Class,Cancelled,Credit Card
ORD-00917,2026-02-18 13:27:00,CUST-0087,Standard Class,Completed,Transfer Bank
ORD-00918,2025-06-10 11:50:00,CUST-0114,First Class,Completed,COD
ORD-00919,2025-05-22 21:23:00,CUST-0069,Second Class,Completed,Credit Card
ORD-00920,2026-03-26 15:29:00,CUST-0229,Standard Class,Completed,Credit Card
ORD-00921,2026-02-01 12:31:00,CUST-0283,Standard Class,Completed,Transfer Bank
ORD-00922,2025-03-31 18:38:00,CUST-0042,Standard Class,Completed,Credit Card
ORD-00923,2026-03-16 21:08:00,CUST-0276,Second Class,Completed,E-Wallet
ORD-00924,2025-05-15 19:56:00,CUST-0040,Standard Class,Completed,Transfer Bank
ORD-00925,2026-04-02 08:54:00,CUST-0260,First Class,Completed,Transfer Bank
ORD-00926,2026-02-21 17:37:00,CUST-0208,Standard Class,Completed,E-Wallet
ORD-00927,2026-04-10 08:35:00,CUST-0134,Standard Class,Completed,COD
ORD-00928,2025-12-01 20:09:00,CUST-0188,First Class,Completed,COD
ORD-00929,2025-04-25 20:37:00,CUST-0149,Second Class,Completed,E-Wallet
ORD-00930,2025-08-26 16:32:00,CUST-0047,Second Class,Completed,COD
ORD-00931,2025-07-06 16:00:00,CUST-0123,Standard Class,Completed,E-Wallet
ORD-00932,2026-01-23 16:08:00,CUST-0229,Standard Class,Completed,E-Wallet
ORD-00933,2025-04-02 17:36:00,CUST-0075,Standard Class,Completed,COD
ORD-00934,2026-04-26 13:02:00,CUST-0113,Standard Class,Completed,COD
ORD-00935,2025-04-29 09:16:00,CUST-0190,Standard Class,Returned,E-Wallet
ORD-00936,2025-01-22 18:13:00,CUST-0266,Standard Class,Completed,Credit Card
ORD-00937,2025-07-18 15:58:00,CUST-0233,Standard Class,Completed,Transfer Bank
ORD-00938,2025-01-21 18:20:00,CUST-0053,Standard Class,Completed,Credit Card
ORD-00939,2026-03-04 19:16:00,CUST-0297,First Class,Completed,E-Wallet
ORD-00940,2025-07-12 18:24:00,CUST-0188,Standard Class,Cancelled,Transfer Bank
ORD-00941,2025-09-22 12:24:00,CUST-0115,Standard Class,Completed,COD
ORD-00942,2025-06-30 21:55:00,CUST-0177,Second Class,Completed,COD
ORD-00943,2026-02-10 15:56:00,CUST-0004,Second Class,Completed,E-Wallet
ORD-00944,2025-08-14 10:14:00,CUST-0040,Second Class,Completed,Credit Card
ORD-00945,2025-04-19 10:11:00,CUST-0081,Standard Class,Completed,Credit Card
ORD-00946,2025-11-05 19:52:00,CUST-0061,First Class,Completed,E-Wallet
ORD-00947,2025-08-01 20:21:00,CUST-0059,Standard Class,Completed,COD
ORD-00948,2025-12-12 15:30:00,CUST-0108,Standard Class,Completed,E-Wallet
ORD-00949,2025-11-28 21:26:00,CUST-0012,Standard Class,Completed,E-Wallet
ORD-00950,2025-01-23 10:36:00,CUST-0083,Standard Class,Completed,E-Wallet
ORD-00951,2025-11-19 16:02:00,CUST-0294,Standard Class,Completed,E-Wallet
ORD-00952,2025-01-29 10:16:00,CUST-0093,Second Class,Cancelled,COD
ORD-00953,2025-11-03 17:40:00,CUST-0010,Standard Class,Completed,Credit Card
ORD-00954,2026-04-30 09:13:00,CUST-0230,Standard Class,Completed,COD
ORD-00955,2026-03-21 15:10:00,CUST-0113,Standard Class,Completed,COD
ORD-00956,2025-11-04 10:50:00,CUST-0299,Second Class,Completed,E-Wallet
ORD-00957,2025-11-16 18:32:00,CUST-0136,Second Class,Completed,E-Wallet
ORD-00958,2026-01-06 18:21:00,CUST-0233,Standard Class,Completed,Transfer Bank
ORD-00959,2025-04-28 14:24:00,CUST-0068,Standard Class,Completed,Transfer Bank
ORD-00960,2025-01-09 11:33:00,CUST-0259,First Class,Completed,COD
ORD-00961,2026-02-28 10:38:00,CUST-0050,Second Class,Completed,E-Wallet
ORD-00962,2025-09-01 17:38:00,CUST-0020,First Class,Completed,Transfer Bank
ORD-00963,2025-02-17 15:42:00,CUST-0067,Standard Class,Completed,Transfer Bank
ORD-00964,2026-04-05 20:43:00,CUST-0221,Second Class,Completed,COD
ORD-00965,2025-07-09 21:02:00,CUST-0272,Standard Class,Completed,COD
ORD-00966,2025-04-28 20:30:00,CUST-0196,First Class,Completed,Credit Card
ORD-00967,2025-10-29 20:47:00,CUST-0295,Same Day,Completed,Transfer Bank
ORD-00968,2025-08-06 10:16:00,CUST-0245,Second Class,Completed,E-Wallet
ORD-00969,2026-04-11 21:05:00,CUST-0146,First Class,Completed,COD
ORD-00970,2025-05-12 11:00:00,CUST-0004,Same Day,Completed,Transfer Bank
ORD-00971,2025-09-24 08:24:00,CUST-0106,Standard Class,Completed,Credit Card
ORD-00972,2025-07-29 13:06:00,CUST-0080,Second Class,Completed,COD
ORD-00973,2025-11-30 17:16:00,CUST-0134,Same Day,Completed,COD
ORD-00974,2025-10-17 13:39:00,CUST-0142,Second Class,Completed,COD
ORD-00975,2026-01-22 11:26:00,CUST-0283,Standard Class,Completed,COD
ORD-00976,2025-04-02 13:35:00,CUST-0285,Standard Class,Completed,COD
ORD-00977,2025-05-10 12:36:00,CUST-0177,Standard Class,Completed,COD
ORD-00978,2026-01-12 10:54:00,CUST-0061,Same Day,Completed,E-Wallet
ORD-00979,2025-08-17 20:44:00,CUST-0083,Second Class,Completed,Transfer Bank
ORD-00980,2025-04-20 16:25:00,CUST-0174,Standard Class,Completed,Transfer Bank
ORD-00981,2025-03-24 14:40:00,CUST-0003,Standard Class,Completed,Transfer Bank
ORD-00982,2026-02-26 10:30:00,CUST-0223,Second Class,Completed,Transfer Bank
ORD-00983,2025-02-02 12:14:00,CUST-0190,Standard Class,Completed,Transfer Bank
ORD-00984,2025-11-08 08:46:00,CUST-0197,Second Class,Completed,COD
ORD-00985,2025-11-11 18:33:00,CUST-0147,Second Class,Completed,Transfer Bank
