item_id,order_id,product_id,quantity,unit_price,cost_price,discount
ITM-000870,ORD-00497,PROD-018,3,95000,48000,0.0
ITM-000871,ORD-00497,PROD-014,1,185000,100000,0.0
ITM-000872,ORD-00497,PROD-025,1,95000,50000,0.0
ITM-000873,ORD-00498,PROD-006,1,35000,15000,0.0
ITM-000874,ORD-00498,PROD-018,1,95000,48000,0.0
ITM-000875,ORD-00499,PROD-022,1,125000,68000,0.05
ITM-000876,ORD-00500,PROD-008,1,280000,175000,0.0
ITM-000877,ORD-00501,PROD-004,2,120000,70000,0.0
ITM-000878,ORD-00501,PROD-024,1,36000,18000,0.0
ITM-000879,ORD-00502,PROD-014,1,185000,100000,0.0
ITM-000880,ORD-00502,PROD-007,1,200000,120000,0.0
ITM-000881,ORD-00502,PROD-022,2,125000,68000,0.0
ITM-000882,ORD-00502,PROD-013,1,220000,125000,0.0
ITM-000883,ORD-00503,PROD-002,1,450000,280000,0.15
ITM-000884,ORD-00504,PROD-021,1,85000,42000,0.05
ITM-000885,ORD-00504,PROD-011,3,75000,35000,0.15
ITM-000886,ORD-00504,PROD-024,1,36000,18000,0.0
ITM-000887,ORD-00505,PROD-001,1,150000,95000,0.0
ITM-000888,ORD-00506,PROD-014,2,185000,100000,0.0
ITM-000889,ORD-00506,PROD-022,1,125000,68000,0.0
ITM-000890,ORD-00506,PROD-008,1,280000,175000,0.0
ITM-000891,ORD-00507,PROD-014,1,185000,100000,0.15
ITM-000892,ORD-00508,PROD-017,1,50000,22000,0.05
ITM-000893,ORD-00509,PROD-023,5,45000,20000,0.05
ITM-000894,ORD-00510,PROD-024,1,36000,18000,0.0
ITM-000895,ORD-00510,PROD-021,5,85000,42000,0.1
ITM-000896,ORD-00511,PROD-015,1,135000,70000,0.05
ITM-000897,ORD-00512,PROD-007,1,200000,120000,0.15
ITM-000898,ORD-00513,PROD-024,1,36000,18000,0.0
ITM-000899,ORD-00513,PROD-019,2,110000,60000,0.05
ITM-000900,ORD-00513,PROD-012,1,165000,90000,0.0
ITM-000901,ORD-00514,PROD-014,1,185000,100000,0.15
ITM-000902,ORD-00515,PROD-008,1,280000,175000,0.05
ITM-000903,ORD-00516,PROD-016,1,175000,95000,0.0
ITM-000904,ORD-00517,PROD-019,3,110000,60000,0.0
ITM-000905,ORD-00518,PROD-007,2,200000,120000,0.05
ITM-000906,ORD-00518,PROD-002,1,450000,280000,0.05
ITM-000907,ORD-00519,PROD-002,1,450000,280000,0.0
ITM-000908,ORD-00520,PROD-023,1,45000,20000,0.05
ITM-000909,ORD-00521,PROD-016,1,175000,95000,0.0
ITM-000910,ORD-00522,PROD-001,2,150000,95000,0.0
ITM-000911,ORD-00522,PROD-017,1,50000,22000,0.0
ITM-000912,ORD-00522,PROD-011,1,75000,35000,0.0
ITM-000913,ORD-00523,PROD-006,1,35000,15000,0.0
ITM-000914,ORD-00524,PROD-014,3,185000,100000,0.05
ITM-000915,ORD-00525,PROD-023,1,45000,20000,0.05
ITM-000916,ORD-00525,PROD-022,1,125000,68000,0.0
ITM-000917,ORD-00526,PROD-022,2,125000,68000,0.15
ITM-000918,ORD-00527,PROD-019,2,110000,60000,0.0
ITM-000919,ORD-00527,PROD-009,1,250000,140000,0.1
ITM-000920,ORD-00528,PROD-019,1,110000,60000,0.05
ITM-000921,ORD-00529,PROD-017,1,50000,22000,0.0
ITM-000922,ORD-00530,PROD-008,3,280000,175000,0.0
ITM-000923,ORD-00531,PROD-022,1,125000,68000,0.0
ITM-000924,ORD-00531,PROD-017,1,50000,22000,0.0
ITM-000925,ORD-00532,PROD-011,1,75000,35000,0.05
ITM-000926,ORD-00533,PROD-002,1,450000,280000,0.0
ITM-000927,ORD-00534,PROD-021,1,85000,42000,0.0
ITM-000928,ORD-00534,PROD-009,1,250000,140000,0.0
ITM-000929,ORD-00534,PROD-015,1,135000,70000,0.0
ITM-000930,ORD-00535,PROD-020,1,65000,32000,0.15
ITM-000931,ORD-00536,PROD-021,1,85000,42000,0.0
ITM-000932,ORD-00537,PROD-006,2,35000,15000,0.0
ITM-000933,ORD-00538,PROD-009,2,250000,140000,0.0
ITM-000934,ORD-00539,PROD-006,1,35000,15000,0.05
ITM-000935,ORD-00539,PROD-014,1,185000,100000,0.0
ITM-000936,ORD-00540,PROD-019,1,110000,60000,0.05
ITM-000937,ORD-00540,PROD-021,5,85000,42000,0.0
ITM-000938,ORD-00541,PROD-016,2,175000,95000,0.0
ITM-000939,ORD-00541,PROD-021,1,85000,42000,0.05
ITM-000940,ORD-00542,PROD-008,2,280000,175000,0.0
ITM-000941,ORD-00543,PROD-019,2,110000,60000,0.0
ITM-000942,ORD-00543,PROD-024,1,36000,18000,0.0
ITM-000943,ORD-00544,PROD-020,1,65000,32000,0.05
ITM-000944,ORD-00544,PROD-009,3,250000,140000,0.0
ITM-000945,ORD-00544,PROD-011,2,75000,35000,0.0
ITM-000946,ORD-00545,PROD-016,3,175000,95000,0.0
ITM-000947,ORD-00546,PROD-020,2,65000,32000,0.0
ITM-000948,ORD-00547,PROD-005,1,1800000,1350000,0.0
ITM-000949,ORD-00548,PROD-006,1,35000,15000,0.15
ITM-000950,ORD-00548,PROD-023,5,45000,20000,0.0
ITM-000951,ORD-00549,PROD-020,3,65000,32000,0.05
ITM-000952,ORD-00550,PROD-020,1,65000,32000,0.1
ITM-000953,ORD-00551,PROD-011,1,75000,35000,0.15
ITM-000954,ORD-00552,PROD-005,2,1800000,1350000,0.0
ITM-000955,ORD-00552,PROD-023,3,45000,20000,0.15
ITM-000956,ORD-00552,PROD-016,1,175000,95000,0.0
ITM-000957,ORD-00552,PROD-011,5,75000,35000,0.0
ITM-000958,ORD-00553,PROD-007,2,200000,120000,0.05
ITM-000959,ORD-00553,PROD-002,1,450000,280000,0.05
ITM-000960,ORD-00554,PROD-019,5,110000,60000,0.0
ITM-000961,ORD-00555,PROD-019,1,110000,60000,0.05
ITM-000962,ORD-00556,PROD-012,5,165000,90000,0.1
ITM-000963,ORD-00556,PROD-006,2,35000,15000,0.0
ITM-000964,ORD-00557,PROD-011,2,75000,35000,0.0
ITM-000965,ORD-00557,PROD-023,1,45000,20000,0.05
ITM-000966,ORD-00557,PROD-009,2,250000,140000,0.15
ITM-000967,ORD-00557,PROD-008,1,280000,175000,0.05
ITM-000968,ORD-00558,PROD-021,3,85000,42000,0.05
ITM-000969,ORD-00559,PROD-011,1,75000,35000,0.0
ITM-000970,ORD-00560,PROD-010,5,85000,45000,0.1
ITM-000971,ORD-00560,PROD-004,1,120000,70000,0.0
ITM-000972,ORD-00561,PROD-011,1,75000,35000,0.0
ITM-000973,ORD-00561,PROD-014,3,185000,100000,0.0
ITM-000974,ORD-00561,PROD-023,1,45000,20000,0.0
ITM-000975,ORD-00562,PROD-014,2,185000,100000,0.15
ITM-000976,ORD-00563,PROD-012,2,165000,90000,0.0
ITM-000977,ORD-00563,PROD-016,3,175000,95000,0.0
ITM-000978,ORD-00563,PROD-024,1,36000,18000,0.0
ITM-000979,ORD-00563,PROD-020,1,65000,32000,0.0
ITM-000980,ORD-00564,PROD-021,2,85000,42000,0.0
ITM-000981,ORD-00564,PROD-013,1,220000,125000,0.05
ITM-000982,ORD-00565,PROD-003,1,350000,210000,0.0
ITM-000983,ORD-00565,PROD-018,1,95000,48000,0.0
ITM-000984,ORD-00565,PROD-015,1,135000,70000,0.05
ITM-000985,ORD-00566,PROD-016,1,175000,95000,0.0
ITM-000986,ORD-00566,PROD-012,2,165000,90000,0.0
ITM-000987,ORD-00567,PROD-012,3,165000,90000,0.0
ITM-000988,ORD-00567,PROD-015,1,135000,70000,0.0
ITM-000989,ORD-00568,PROD-012,1,165000,90000,0.0
ITM-000990,ORD-00569,PROD-005,2,1800000,1350000,0.0
ITM-000991,ORD-00570,PROD-024,1,36000,18000,0.0
ITM-000992,ORD-00571,PROD-007,3,200000,120000,0.0
ITM-000993,ORD-00571,PROD-024,1,36000,18000,0.05
ITM-000994,ORD-00572,PROD-009,1,250000,140000,0.05
ITM-000995,ORD-00573,PROD-019,2,110000,60000,0.2
ITM-000996,ORD-00573,PROD-017,1,50000,22000,0.05
ITM-000997,ORD-00574,PROD-020,1,65000,32000,0.05
ITM-000998,ORD-00574,PROD-016,1,175000,95000,0.0
ITM-000999,ORD-00574,PROD-010,1,85000,45000,0.15
ITM-001000,ORD-00575,PROD-005,1,1800000,1350000,0.0
ITM-001001,ORD-00576,PROD-019,1,110000,60000,0.0
ITM-001002,ORD-00577,PROD-009,1,250000,140000,0.0
ITM-001003,ORD-00577,PROD-022,2,125000,68000,0.0
ITM-001004,ORD-00577,PROD-018,1,95000,48000,0.15
ITM-001005,ORD-00578,PROD-021,1,85000,42000,0.05
ITM-001006,ORD-00579,PROD-014,1,185000,100000,0.0
ITM-001007,ORD-00579,PROD-007,2,200000,120000,0.05
ITM-001008,ORD-00579,PROD-012,1,165000,90000,0.0
ITM-001009,ORD-00580,PROD-001,2,150000,95000,0.15
ITM-001010,ORD-00580,PROD-012,1,165000,90000,0.1
ITM-001011,ORD-00580,PROD-021,1,85000,42000,0.0
ITM-001012,ORD-00581,PROD-019,2,110000,60000,0.05
ITM-001013,ORD-00581,PROD-006,1,35000,15000,0.05
ITM-001014,ORD-00582,PROD-020,1,65000,32000,0.15
ITM-001015,ORD-00583,PROD-011,1,75000,35000,0.05
ITM-001016,ORD-00584,PROD-007,1,200000,120000,0.0
ITM-001017,ORD-00584,PROD-015,5,135000,70000,0.05
ITM-001018,ORD-00584,PROD-012,2,165000,90000,0.0
ITM-001019,ORD-00585,PROD-003,2,350000,210000,0.0
ITM-001020,ORD-00586,PROD-009,3,250000,140000,0.05
ITM-001021,ORD-00587,PROD-001,1,150000,95000,0.0
ITM-001022,ORD-00587,PROD-011,1,75000,35000,0.0
ITM-001023,ORD-00587,PROD-007,1,200000,120000,0.0
ITM-001024,ORD-00588,PROD-005,2,1800000,1350000,0.0
ITM-001025,ORD-00589,PROD-006,1,35000,15000,0.0
ITM-001026,ORD-00590,PROD-010,2,85000,45000,0.05
ITM-001027,ORD-00590,PROD-021,2,85000,42000,0.0
ITM-001028,ORD-00590,PROD-002,1,450000,280000,0.0
ITM-001029,ORD-00591,PROD-020,1,65000,32000,0.05
ITM-001030,ORD-00592,PROD-021,2,85000,42000,0.0
ITM-001031,ORD-00592,PROD-022,2,125000,68000,0.0
ITM-001032,ORD-00593,PROD-021,2,85000,42000,0.2
ITM-001033,ORD-00593,PROD-024,2,36000,18000,0.15
ITM-001034,ORD-00594,PROD-019,2,110000,60000,0.0
ITM-001035,ORD-00595,PROD-025,1,95000,50000,0.0
ITM-001036,ORD-00595,PROD-020,2,65000,32000,0.0
ITM-001037,ORD-00596,PROD-011,1,75000,35000,0.0
ITM-001038,ORD-00597,PROD-020,2,65000,32000,0.1
ITM-001039,ORD-00597,PROD-004,1,120000,70000,0.15
ITM-001040,ORD-00598,PROD-016,1,175000,95000,0.1
ITM-001041,ORD-00598,PROD-011,1,75000,35000,0.0
ITM-001042,ORD-00599,PROD-006,1,35000,15000,0.0
ITM-001043,ORD-00599,PROD-010,1,85000,45000,0.0
ITM-001044,ORD-00600,PROD-018,1,95000,48000,0.0
ITM-001045,ORD-00601,PROD-009,1,250000,140000,0.0
ITM-001046,ORD-00602,PROD-014,3,185000,100000,0.0
ITM-001047,ORD-00603,PROD-012,2,165000,90000,0.15
ITM-001048,ORD-00603,PROD-014,3,185000,100000,0.0
ITM-001049,ORD-00603,PROD-007,1,200000,120000,0.0
ITM-001050,ORD-00604,PROD-009,2,250000,140000,0.05
ITM-001051,ORD-00605,PROD-002,5,450000,280000,0.0
ITM-001052,ORD-00605,PROD-005,1,1800000,1350000,0.0
ITM-001053,ORD-00605,PROD-007,1,200000,120000,0.0
ITM-001054,ORD-00606,PROD-023,1,45000,20000,0.0
ITM-001055,ORD-00607,PROD-017,3,50000,22000,0.0
ITM-001056,ORD-00608,PROD-010,1,85000,45000,0.05
ITM-001057,ORD-00609,PROD-022,2,125000,68000,0.0
ITM-001058,ORD-00610,PROD-005,1,1800000,1350000,0.0
ITM-001059,ORD-00611,PROD-009,5,250000,140000,0.0
ITM-001060,ORD-00611,PROD-023,3,45000,20000,0.1
ITM-001061,ORD-00611,PROD-018,5,95000,48000,0.05
ITM-001062,ORD-00611,PROD-005,2,1800000,1350000,0.1
ITM-001063,ORD-00612,PROD-010,2,85000,45000,0.05
ITM-001064,ORD-00612,PROD-019,1,110000,60000,0.0
ITM-001065,ORD-00612,PROD-008,1,280000,175000,0.1
ITM-001066,ORD-00612,PROD-012,1,165000,90000,0.05
ITM-001067,ORD-00613,PROD-025,1,95000,50000,0.0
ITM-001068,ORD-00613,PROD-003,1,350000,210000,0.0
ITM-001069,ORD-00613,PROD-014,2,185000,100000,0.05
ITM-001070,ORD-00614,PROD-004,2,120000,70000,0.1
ITM-001071,ORD-00615,PROD-012,2,165000,90000,0.15
ITM-001072,ORD-00616,PROD-019,1,110000,60000,0.0
ITM-001073,ORD-00617,PROD-017,1,50000,22000,0.05
ITM-001074,ORD-00617,PROD-007,3,200000,120000,0.15
ITM-001075,ORD-00617,PROD-024,1,36000,18000,0.2
ITM-001076,ORD-00618,PROD-023,1,45000,20000,0.05
ITM-001077,ORD-00619,PROD-021,3,85000,42000,0.15
ITM-001078,ORD-00620,PROD-014,1,185000,100000,0.0
ITM-001079,ORD-00620,PROD-005,5,1800000,1350000,0.0
ITM-001080,ORD-00621,PROD-005,1,1800000,1350000,0.0
ITM-001081,ORD-00622,PROD-015,1,135000,70000,0.0
ITM-001082,ORD-00622,PROD-018,1,95000,48000,0.0
ITM-001083,ORD-00622,PROD-001,2,150000,95000,0.0
ITM-001084,ORD-00623,PROD-004,2,120000,70000,0.0
ITM-001085,ORD-00624,PROD-020,1,65000,32000,0.05
ITM-001086,ORD-00625,PROD-009,1,250000,140000,0.1
ITM-001087,ORD-00625,PROD-021,1,85000,42000,0.1
ITM-001088,ORD-00625,PROD-005,2,1800000,1350000,0.0
ITM-001089,ORD-00626,PROD-013,1,220000,125000,0.0
ITM-001090,ORD-00627,PROD-018,1,95000,48000,0.0
ITM-001091,ORD-00627,PROD-015,1,135000,70000,0.1
ITM-001092,ORD-00627,PROD-001,1,150000,95000,0.0
ITM-001093,ORD-00628,PROD-007,1,200000,120000,0.0
ITM-001094,ORD-00629,PROD-021,2,85000,42000,0.15
ITM-001095,ORD-00629,PROD-012,5,165000,90000,0.15
ITM-001096,ORD-00630,PROD-014,2,185000,100000,0.15
ITM-001097,ORD-00631,PROD-012,1,165000,90000,0.0
ITM-001098,ORD-00632,PROD-015,1,135000,70000,0.05
ITM-001099,ORD-00632,PROD-013,3,220000,125000,0.0
ITM-001100,ORD-00633,PROD-010,1,85000,45000,0.05
ITM-001101,ORD-00634,PROD-014,1,185000,100000,0.0
ITM-001102,ORD-00635,PROD-015,1,135000,70000,0.0
ITM-001103,ORD-00636,PROD-022,1,125000,68000,0.0
ITM-001104,ORD-00637,PROD-023,1,45000,20000,0.05
ITM-001105,ORD-00638,PROD-022,3,125000,68000,0.05
ITM-001106,ORD-00639,PROD-014,2,185000,100000,0.05
ITM-001107,ORD-00640,PROD-007,1,200000,120000,0.1
ITM-001108,ORD-00640,PROD-002,2,450000,280000,0.0
ITM-001109,ORD-00641,PROD-013,3,220000,125000,0.0
ITM-001110,ORD-00641,PROD-017,1,50000,22000,0.0
ITM-001111,ORD-00642,PROD-018,1,95000,48000,0.05
ITM-001112,ORD-00643,PROD-014,1,185000,100000,0.1
ITM-001113,ORD-00644,PROD-010,2,85000,45000,0.0
ITM-001114,ORD-00645,PROD-024,1,36000,18000,0.0
ITM-001115,ORD-00646,PROD-009,2,250000,140000,0.0
ITM-001116,ORD-00647,PROD-004,1,120000,70000,0.05
ITM-001117,ORD-00648,PROD-009,1,250000,140000,0.0
ITM-001118,ORD-00649,PROD-019,1,110000,60000,0.15
ITM-001119,ORD-00649,PROD-010,1,85000,45000,0.1
ITM-001120,ORD-00650,PROD-001,1,150000,95000,0.0
ITM-001121,ORD-00651,PROD-024,2,36000,18000,0.15
ITM-001122,ORD-00652,PROD-019,2,110000,60000,0.05
ITM-001123,ORD-00652,PROD-001,1,150000,95000,0.0
ITM-001124,ORD-00652,PROD-007,1,200000,120000,0.0
ITM-001125,ORD-00653,PROD-003,2,350000,210000,0.15
ITM-001126,ORD-00654,PROD-006,5,35000,15000,0.0
ITM-001127,ORD-00654,PROD-021,1,85000,42000,0.0
ITM-001128,ORD-00654,PROD-005,1,1800000,1350000,0.0
ITM-001129,ORD-00654,PROD-025,2,95000,50000,0.0
ITM-001130,ORD-00655,PROD-017,1,50000,22000,0.05
ITM-001131,ORD-00656,PROD-024,2,36000,18000,0.05
ITM-001132,ORD-00656,PROD-020,1,65000,32000,0.0
ITM-001133,ORD-00657,PROD-013,2,220000,125000,0.0
ITM-001134,ORD-00657,PROD-021,1,85000,42000,0.0
ITM-001135,ORD-00658,PROD-016,1,175000,95000,0.05
ITM-001136,ORD-00658,PROD-017,1,50000,22000,0.05
ITM-001137,ORD-00659,PROD-012,3,165000,90000,0.0
ITM-001138,ORD-00659,PROD-002,1,450000,280000,0.0
ITM-001139,ORD-00660,PROD-014,2,185000,100000,0.2
ITM-001140,ORD-00661,PROD-015,2,135000,70000,0.1
ITM-001141,ORD-00661,PROD-014,3,185000,100000,0.0
ITM-001142,ORD-00661,PROD-025,1,95000,50000,0.05
ITM-001143,ORD-00662,PROD-025,1,95000,50000,0.0
ITM-001144,ORD-00662,PROD-005,2,1800000,1350000,0.0
ITM-001145,ORD-00663,PROD-022,1,125000,68000,0.15
ITM-001146,ORD-00664,PROD-005,1,1800000,1350000,0.05
ITM-001147,ORD-00664,PROD-004,2,120000,70000,0.0
ITM-001148,ORD-00665,PROD-007,3,200000,120000,0.0
ITM-001149,ORD-00666,PROD-020,1,65000,32000,0.0
ITM-001150,ORD-00666,PROD-022,1,125000,68000,0.0
ITM-001151,ORD-00666,PROD-007,2,200000,120000,0.0
ITM-001152,ORD-00666,PROD-005,2,1800000,1350000,0.0
ITM-001153,ORD-00667,PROD-013,1,220000,125000,0.05
ITM-001154,ORD-00667,PROD-023,1,45000,20000,0.0
ITM-001155,ORD-00668,PROD-008,1,280000,175000,0.05
ITM-001156,ORD-00669,PROD-024,1,36000,18000,0.1
ITM-001157,ORD-00670,PROD-004,1,120000,70000,0.0
ITM-001158,ORD-00671,PROD-012,2,165000,90000,0.0
ITM-001159,ORD-00671,PROD-011,2,75000,35000,0.0
ITM-001160,ORD-00671,PROD-007,1,200000,120000,0.05
ITM-001161,ORD-00672,PROD-001,1,150000,95000,0.0
ITM-001162,ORD-00673,PROD-025,2,95000,50000,0.0
ITM-001163,ORD-00673,PROD-006,3,35000,15000,0.05
ITM-001164,ORD-00674,PROD-022,1,125000,68000,0.0
ITM-001165,ORD-00675,PROD-013,2,220000,125000,0.0
ITM-001166,ORD-00676,PROD-015,3,135000,70000,0.05
ITM-001167,ORD-00676,PROD-011,1,75000,35000,0.0
ITM-001168,ORD-00676,PROD-003,2,350000,210000,0.0
ITM-001169,ORD-00677,PROD-022,1,125000,68000,0.15
ITM-001170,ORD-00677,PROD-018,1,95000,48000,0.0
ITM-001171,ORD-00678,PROD-015,1,135000,70000,0.0
ITM-001172,ORD-00679,PROD-021,1,85000,42000,0.0
ITM-001173,ORD-00680,PROD-009,1,250000,140000,0.1
ITM-001174,ORD-00680,PROD-010,1,85000,45000,0.1
ITM-001175,ORD-00680,PROD-002,1,450000,280000,0.0
ITM-001176,ORD-00681,PROD-014,3,185000,100000,0.0
ITM-001177,ORD-00681,PROD-015,1,135000,70000,0.0
ITM-001178,ORD-00681,PROD-007,1,200000,120000,0.1
ITM-001179,ORD-00682,PROD-023,3,45000,20000,0.0
ITM-001180,ORD-00682,PROD-021,2,85000,42000,0.0
ITM-001181,ORD-00683,PROD-023,5,45000,20000,0.15
ITM-001182,ORD-00683,PROD-004,1,120000,70000,0.05
ITM-001183,ORD-00683,PROD-020,1,65000,32000,0.0
ITM-001184,ORD-00684,PROD-012,2,165000,90000,0.0
ITM-001185,ORD-00684,PROD-005,1,1800000,1350000,0.0
ITM-001186,ORD-00685,PROD-008,2,280000,175000,0.2
ITM-001187,ORD-00686,PROD-004,2,120000,70000,0.0
ITM-001188,ORD-00686,PROD-014,1,185000,100000,0.0
ITM-001189,ORD-00686,PROD-006,2,35000,15000,0.1
ITM-001190,ORD-00687,PROD-007,1,200000,120000,0.0
ITM-001191,ORD-00687,PROD-015,1,135000,70000,0.0
ITM-001192,ORD-00688,PROD-002,1,450000,280000,0.15
ITM-001193,ORD-00689,PROD-005,1,1800000,1350000,0.0
ITM-001194,ORD-00689,PROD-023,1,45000,20000,0.0
ITM-001195,ORD-00689,PROD-011,2,75000,35000,0.2
ITM-001196,ORD-00690,PROD-009,1,250000,140000,0.1
ITM-001197,ORD-00690,PROD-002,1,450000,280000,0.2
ITM-001198,ORD-00690,PROD-013,1,220000,125000,0.05
ITM-001199,ORD-00690,PROD-014,1,185000,100000,0.05
ITM-001200,ORD-00691,PROD-010,1,85000,45000,0.2
ITM-001201,ORD-00691,PROD-014,2,185000,100000,0.15
ITM-001202,ORD-00691,PROD-024,2,36000,18000,0.0
ITM-001203,ORD-00691,PROD-013,1,220000,125000,0.0
ITM-001204,ORD-00692,PROD-018,2,95000,48000,0.1
ITM-001205,ORD-00693,PROD-008,2,280000,175000,0.0
ITM-001206,ORD-00693,PROD-020,2,65000,32000,0.0
ITM-001207,ORD-00694,PROD-012,1,165000,90000,0.05
ITM-001208,ORD-00695,PROD-016,2,175000,95000,0.0
ITM-001209,ORD-00695,PROD-004,1,120000,70000,0.0
ITM-001210,ORD-00696,PROD-022,1,125000,68000,0.05
ITM-001211,ORD-00696,PROD-021,3,85000,42000,0.1
ITM-001212,ORD-00696,PROD-006,1,35000,15000,0.0
ITM-001213,ORD-00697,PROD-024,3,36000,18000,0.0
ITM-001214,ORD-00698,PROD-012,3,165000,90000,0.0
ITM-001215,ORD-00698,PROD-025,1,95000,50000,0.0
ITM-001216,ORD-00698,PROD-009,2,250000,140000,0.1
ITM-001217,ORD-00699,PROD-020,1,65000,32000,0.0
ITM-001218,ORD-00699,PROD-009,1,250000,140000,0.0
ITM-001219,ORD-00700,PROD-021,1,85000,42000,0.05
ITM-001220,ORD-00700,PROD-002,1,450000,280000,0.0
ITM-001221,ORD-00701,PROD-009,1,250000,140000,0.05
ITM-001222,ORD-00701,PROD-003,1,350000,210000,0.0
ITM-001223,ORD-00702,PROD-001,3,150000,95000,0.0
ITM-001224,ORD-00703,PROD-001,2,150000,95000,0.0
ITM-001225,ORD-00704,PROD-020,1,65000,32000,0.0
ITM-001226,ORD-00704,PROD-009,1,250000,140000,0.0
ITM-001227,ORD-00705,PROD-010,1,85000,45000,0.0
ITM-001228,ORD-00706,PROD-017,1,50000,22000,0.0
ITM-001229,ORD-00706,PROD-013,5,220000,125000,0.0
ITM-001230,ORD-00706,PROD-011,1,75000,35000,0.1
ITM-001231,ORD-00706,PROD-015,1,135000,70000,0.0
ITM-001232,ORD-00707,PROD-022,1,125000,68000,0.2
ITM-001233,ORD-00708,PROD-008,1,280000,175000,0.0
ITM-001234,ORD-00709,PROD-012,1,165000,90000,0.0
ITM-001235,ORD-00709,PROD-015,1,135000,70000,0.0
ITM-001236,ORD-00710,PROD-007,1,200000,120000,0.0
ITM-001237,ORD-00711,PROD-006,1,35000,15000,0.0
ITM-001238,ORD-00711,PROD-020,2,65000,32000,0.1
ITM-001239,ORD-00711,PROD-003,2,350000,210000,0.05
ITM-001240,ORD-00712,PROD-005,1,1800000,1350000,0.1
ITM-001241,ORD-00713,PROD-022,1,125000,68000,0.0
ITM-001242,ORD-00714,PROD-020,1,65000,32000,0.0
ITM-001243,ORD-00715,PROD-001,1,150000,95000,0.0
ITM-001244,ORD-00716,PROD-004,1,120000,70000,0.0
ITM-001245,ORD-00716,PROD-017,1,50000,22000,0.05
ITM-001246,ORD-00717,PROD-013,3,220000,125000,0.0
ITM-001247,ORD-00717,PROD-008,2,280000,175000,0.0
ITM-001248,ORD-00717,PROD-020,1,65000,32000,0.0
ITM-001249,ORD-00718,PROD-005,3,1800000,1350000,0.0
ITM-001250,ORD-00719,PROD-018,1,95000,48000,0.05
ITM-001251,ORD-00720,PROD-011,2,75000,35000,0.0
ITM-001252,ORD-00720,PROD-004,2,120000,70000,0.0
ITM-001253,ORD-00720,PROD-023,1,45000,20000,0.0
ITM-001254,ORD-00721,PROD-008,2,280000,175000,0.0
ITM-001255,ORD-00722,PROD-020,1,65000,32000,0.1
ITM-001256,ORD-00722,PROD-004,1,120000,70000,0.0
ITM-001257,ORD-00722,PROD-003,3,350000,210000,0.0
ITM-001258,ORD-00722,PROD-021,1,85000,42000,0.0
ITM-001259,ORD-00723,PROD-005,1,1800000,1350000,0.0
ITM-001260,ORD-00723,PROD-009,1,250000,140000,0.0
ITM-001261,ORD-00724,PROD-006,3,35000,15000,0.0
ITM-001262,ORD-00724,PROD-017,2,50000,22000,0.0
ITM-001263,ORD-00724,PROD-013,1,220000,125000,0.05
ITM-001264,ORD-00725,PROD-001,3,150000,95000,0.0
ITM-001265,ORD-00726,PROD-006,1,35000,15000,0.0
ITM-001266,ORD-00727,PROD-015,1,135000,70000,0.05
ITM-001267,ORD-00727,PROD-009,1,250000,140000,0.1
ITM-001268,ORD-00727,PROD-002,2,450000,280000,0.05
ITM-001269,ORD-00728,PROD-019,1,110000,60000,0.0
ITM-001270,ORD-00729,PROD-003,1,350000,210000,0.05
ITM-001271,ORD-00729,PROD-019,1,110000,60000,0.0
ITM-001272,ORD-00729,PROD-023,1,45000,20000,0.0
ITM-001273,ORD-00730,PROD-019,1,110000,60000,0.0
ITM-001274,ORD-00730,PROD-011,1,75000,35000,0.1
ITM-001275,ORD-00730,PROD-006,2,35000,15000,0.05
ITM-001276,ORD-00731,PROD-006,2,35000,15000,0.0
ITM-001277,ORD-00731,PROD-008,1,280000,175000,0.0
ITM-001278,ORD-00732,PROD-002,2,450000,280000,0.05
ITM-001279,ORD-00733,PROD-024,1,36000,18000,0.05
ITM-001280,ORD-00733,PROD-009,2,250000,140000,0.05
ITM-001281,ORD-00734,PROD-021,1,85000,42000,0.0
ITM-001282,ORD-00735,PROD-011,1,75000,35000,0.0
ITM-001283,ORD-00735,PROD-014,1,185000,100000,0.0
ITM-001284,ORD-00735,PROD-006,1,35000,15000,0.1
ITM-001285,ORD-00736,PROD-020,1,65000,32000,0.0
ITM-001286,ORD-00737,PROD-020,3,65000,32000,0.0
ITM-001287,ORD-00738,PROD-013,1,220000,125000,0.0
ITM-001288,ORD-00739,PROD-006,1,35000,15000,0.0
ITM-001289,ORD-00739,PROD-012,1,165000,90000,0.05
ITM-001290,ORD-00740,PROD-013,1,220000,125000,0.0
ITM-001291,ORD-00741,PROD-016,1,175000,95000,0.0
ITM-001292,ORD-00741,PROD-020,1,65000,32000,0.0
ITM-001293,ORD-00742,PROD-022,1,125000,68000,0.1
ITM-001294,ORD-00742,PROD-009,2,250000,140000,0.0
ITM-001295,ORD-00743,PROD-025,1,95000,50000,0.05
ITM-001296,ORD-00744,PROD-024,2,36000,18000,0.15
ITM-001297,ORD-00744,PROD-025,1,95000,50000,0.0
ITM-001298,ORD-00745,PROD-021,2,85000,42000,0.0
ITM-001299,ORD-00746,PROD-002,5,450000,280000,0.0
ITM-001300,ORD-00746,PROD-021,5,85000,42000,0.0
ITM-001301,ORD-00747,PROD-010,1,85000,45000,0.0
ITM-001302,ORD-00747,PROD-023,1,45000,20000,0.0
ITM-001303,ORD-00747,PROD-007,1,200000,120000,0.0
ITM-001304,ORD-00748,PROD-025,1,95000,50000,0.0
